City,State,Bank,BankState,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,DisbursementGross,GrAppv,SBA_Appv,IndustryCode
NORTH WALES,PA,CITIZENS BANK NATL ASSOC,RI,84,6,2,0,6,1,1,FALSE,FALSE,20089,50000,25000,81
BIRNAMWOOD,WI,JPMORGAN CHASE BANK NATL ASSOC,IL,79,3,1,1,3,0,1,TRUE,FALSE,20089,20000,10000,72
CHICAGO,IL,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,1,0,0,0,1,TRUE,FALSE,20089,10000,5000,54
WAYCROSS,GA,BANK OF AMERICA NATL ASSOC,NC,84,2,2,1,3,0,1,TRUE,FALSE,20090,10000,5000,44
WATKINS,CO,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,2,0,1,0,1,TRUE,FALSE,20090,12000,6000,54
MASSILLON,OH,CITIZENS BANK NATL ASSOC,RI,84,4,1,0,4,0,1,TRUE,FALSE,20090,20000,10000,62
SAN FRANCISCO,CA,BANK OF AMERICA NATL ASSOC,NC,84,2,1,0,2,0,1,TRUE,FALSE,20091,20000,10000,33
CHASKA,MN,WELLS FARGO BANK NATL ASSOC,CA,36,18,1,0,18,1,1,TRUE,FALSE,20091,20000,10000,23
WAKEFIELD,RI,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,2,TRUE,FALSE,20092,10000,5000,54
OMAHA,NE,WELLS FARGO BANK NATL ASSOC,SD,0,8,1,2,8,1,1,TRUE,FALSE,20093,10000,5000,23
CANADENSIS,PA,BNB HANA BANK NATL ASSOC,NJ,84,14,2,14,14,1,1,TRUE,FALSE,20094,10000,5000,72
PITTSBURGH,PA,CITIZENS BANK OF PENNSYLVANIA,PA,84,1,1,1,1,1,1,TRUE,FALSE,20095,20000,10000,51
ALLIANCE,OH,CITIZENS BANK NATL ASSOC,RI,84,4,1,0,4,0,1,TRUE,FALSE,20096,10000,5000,56
ATWATER,CA,"CITIBANK, N.A.",CA,60,2,1,1,3,1,1,TRUE,FALSE,20096,15000,7500,56
CANTON,OH,JPMORGAN CHASE BANK NATL ASSOC,IL,84,32,1,0,0,1,1,TRUE,FALSE,20097,20000,10000,56
HUGO,OK,FIRST UNITED BK & TR CO,OK,60,4,1,0,0,1,0,FALSE,TRUE,20098,20098,16078,62
MERTZON,TX,JPMORGAN CHASE BANK NATL ASSOC,IL,120,1,2,0,0,1,0,FALSE,TRUE,20098,20098,18088,56
LAS VEGAS,NV,BANK OF AMERICA NATL ASSOC,NC,26,1,1,0,1,0,1,TRUE,FALSE,20099,10000,5000,81
St Clr Shores,MI,"PNC BANK, NATIONAL ASSOCIATION",DE,32,2,1,2,2,0,1,TRUE,FALSE,20099,10000,5000,33
SOUTH DARTMOUTH,MA,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,1,TRUE,FALSE,20099,20000,10000,61
AMERICAN FORK,UT,WELLS FARGO BANK NATL ASSOC,CA,60,2,1,0,2,1,1,TRUE,FALSE,20099,50000,25000,32
CAPE CORAL,FL,BANK OF AMERICA NATL ASSOC,NC,84,3,2,0,0,1,1,TRUE,FALSE,20100,10000,5000,44
Dayton,VA,SUNTRUST BANK,GA,48,1,2,2,3,1,2,FALSE,FALSE,20100,30000,15000,23
LAKE WORTH,FL,BANK OF AMERICA NATL ASSOC,NC,84,1,1,0,1,0,1,TRUE,FALSE,20100,15000,7500,45
MAUMEE,OH,CITIZENS BANK NATL ASSOC,RI,84,3,2,0,3,0,1,TRUE,FALSE,20100,20000,10000,44
IVINS,UT,U.S. BANK NATIONAL ASSOCIATION,OH,72,2,1,0,2,0,2,FALSE,FALSE,20100,20100,10050,23
ENCINO,CA,U.S. BANK NATIONAL ASSOCIATION,OH,84,3,2,0,3,0,1,TRUE,FALSE,20100,20000,10000,54
Livonia,MI,BANK OF AMERICA NATL ASSOC,NC,84,10,2,0,10,0,1,TRUE,FALSE,20100,20000,10000,48
Bowling Green,OH,KEYBANK NATIONAL ASSOCIATION,OH,72,2,1,0,0,0,1,TRUE,FALSE,20100,10000,5000,45
STONE MOUNTAIN,GA,BANK OF AMERICA NATL ASSOC,NC,84,1,1,0,1,0,1,TRUE,FALSE,20100,20100,10050,61
TOOELE,UT,HERITAGEWEST FCU,UT,84,1,2,0,1,0,1,FALSE,FALSE,20100,20100,10050,23
MEDINA,OH,U.S. BANK NATIONAL ASSOCIATION,OH,36,7,2,0,7,0,1,FALSE,FALSE,20100,20100,10050,23
PORT WASHINGTON,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,84,5,2,1,5,0,1,TRUE,FALSE,20100,20000,10000,23
LEXINGTON,KY,U.S. BANK NATIONAL ASSOCIATION,OH,48,6,1,0,6,0,1,FALSE,FALSE,20100,20100,10050,45
MENTOR,OH,U.S. BANK NATIONAL ASSOCIATION,OH,60,7,1,0,7,0,1,FALSE,FALSE,20100,20100,10050,42
BURIEN,WA,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,1,1,1,1,2,TRUE,FALSE,20100,10000,5000,52
GLENDALE,CA,BANK OF AMERICA NATL ASSOC,NC,84,1,2,0,1,0,1,TRUE,FALSE,20100,20000,10000,71
TEMECULA,CA,MUFG UNION BANK NATL ASSOC,CA,84,1,2,0,1,1,1,TRUE,FALSE,20100,10000,5000,53
BOISE,ID,U.S. BANK NATIONAL ASSOCIATION,OH,60,2,2,1,3,0,1,FALSE,FALSE,20100,20100,17085,54
GRAND RAPIDS,MI,"PNC BANK, NATIONAL ASSOCIATION",DE,60,10,2,2,12,0,2,FALSE,FALSE,20100,20100,10050,48
LINGLE,WY,POINTS WEST COMMUNITY BANK,WY,84,1,1,0,0,1,0,FALSE,TRUE,20100,20100,16080,54
SAN MARCOS,CA,U.S. BANK NATIONAL ASSOCIATION,OH,84,3,2,0,3,0,1,TRUE,FALSE,20100,20000,10000,53
SOMERSET,KY,FORCHT BANK NATL ASSOC,KY,84,4,2,0,0,1,0,FALSE,TRUE,20100,20100,16080,81
SOMERVILLE,MA,BANK OF AMERICA NATL ASSOC,NC,84,2,1,0,2,0,1,TRUE,FALSE,20100,10000,5000,53
LUFKIN,TX,"COMMERCIAL BANK OF TEXAS, N.A.",TX,48,2,2,0,0,1,1,FALSE,TRUE,20100,20100,16080,81
LAWRENCE,KS,DOUGLAS COUNTY BANK,KS,4,5,1,0,5,0,1,FALSE,FALSE,20100,20100,10050,81
OVERLAND PARK,KS,ENTERPRISE BANK & TRUST,KS,48,4,2,2,2,1,1,FALSE,FALSE,20100,35000,28000,0
GILBERT,AZ,U.S. BANK NATIONAL ASSOCIATION,OH,60,2,2,0,2,0,1,FALSE,FALSE,20100,20100,10050,62
PROVIDENCE,RI,CITIZENS BANK NATL ASSOC,RI,83,1,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,33
YORK,PA,SANTANDER BANK NATL ASSOC,DE,60,1,1,1,3,0,1,TRUE,FALSE,20100,10000,5000,62
LAWRENCE,KS,DOUGLAS COUNTY BANK,KS,36,11,1,0,0,0,2,FALSE,FALSE,20100,20100,10050,54
CHICAGO,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,2,2,2,3,0,1,FALSE,FALSE,20100,20100,10050,44
CRESTHILL,IL,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,1,1,1,0,1,FALSE,FALSE,20100,20100,10050,51
BROOKLYN,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,60,25,1,2,25,0,1,FALSE,FALSE,20100,20100,10050,48
BRONX,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,2,1,1,0,1,FALSE,FALSE,20100,20100,10050,48
SAN DIEGO,CA,JPMORGAN CHASE BANK NATL ASSOC,IL,84,6,1,0,6,0,1,FALSE,FALSE,20100,20400,10200,72
Superior Township,MI,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,1,0,1,0,1,FALSE,FALSE,20100,20100,10050,48
Neosho,MO,SOUTHWEST MISSOURI BANK,MO,24,2,2,2,2,0,2,FALSE,FALSE,20100,20100,10050,56
NEW ALBANY,OH,U.S. BANK NATIONAL ASSOCIATION,OH,36,1,1,0,1,0,1,FALSE,FALSE,20100,20100,10050,44
LAFAYETTE,IN,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,2,1,0,0,1,FALSE,FALSE,20100,20100,10050,42
MCCOMB,MS,TRUSTMARK NATIONAL BANK,MS,73,1,1,0,1,1,1,TRUE,FALSE,20100,20100,10050,52
BRANDON,MS,TRUSTMARK NATIONAL BANK,MS,36,7,1,5,2,1,2,TRUE,FALSE,20100,20100,10050,56
NEW BOSTON,MA,BANCORPSOUTH BANK,TX,60,2,1,0,0,1,0,FALSE,FALSE,20100,20100,18090,0
LEES SUMMIT,MO,U.S. BANK NATIONAL ASSOCIATION,OH,60,1,2,0,1,0,1,FALSE,FALSE,20100,20100,10050,42
MESA,AZ,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,1,0,1,0,1,FALSE,FALSE,20100,20100,10050,54
ST ALBANS,VT,CHITTENDEN TR COMPANY A DIVISI,VT,60,4,1,0,0,1,0,FALSE,FALSE,20100,28000,22400,0
HUDSON,NH,CITIZENS BANK NATL ASSOC,NH,84,1,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,81
CRANSTON,RI,CITIZENS BANK NATL ASSOC,RI,84,3,1,0,3,1,1,TRUE,FALSE,20100,20000,10000,44
Haynesville,LA,FIRST FINANCIAL BANK,AR,12,2,1,0,2,0,2,FALSE,FALSE,20100,20100,17085,11
TOWNSEND,MT,VALLEY BK OF HELENA A DIVISION,MT,9,2,1,0,2,0,2,FALSE,FALSE,20100,20100,17085,11
MANCHESTER,NH,CITIZENS BANK NATL ASSOC,NH,84,7,1,0,7,1,1,TRUE,FALSE,20100,20000,10000,23
WOLFEBORO,NH,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,52
RAPID CITY,SD,U.S. BANK NATIONAL ASSOCIATION,OH,60,1,2,0,0,0,1,FALSE,FALSE,20100,20100,10050,54
EAST DENNIS,MA,CITIZENS BANK NATL ASSOC,MA,84,3,1,0,3,1,1,TRUE,FALSE,20100,20000,10000,54
ROCHESTER,NH,CITIZENS BANK NATL ASSOC,RI,84,2,1,0,2,1,1,TRUE,FALSE,20100,20000,10000,33
Waltham,MA,EASTERN BANK,MA,60,2,1,0,2,0,1,TRUE,FALSE,20100,20100,10050,62
Grand Rapids,MI,THE HUNTINGTON NATIONAL BANK,OH,24,2,1,1,2,0,1,FALSE,FALSE,20100,20100,10050,48
PITTSBURGH,PA,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,61
Farmington Hills,MI,JPMORGAN CHASE BANK NATL ASSOC,IL,60,30,1,6,0,0,1,FALSE,FALSE,20100,20100,10050,54
ROLLINSFORD (SALMON FALLS),NH,CITIZENS BANK NATL ASSOC,NH,84,1,1,2,2,1,1,TRUE,FALSE,20100,15000,7500,23
WOONSOCKET,RI,CITIZENS BANK NATL ASSOC,RI,84,3,1,0,3,1,2,TRUE,FALSE,20100,20000,10000,62
MOUNT PLEASANT,PA,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,81
SHREWSBURY,MA,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,23
SWAMPSCOTT,MA,CITIZENS BANK NATL ASSOC,MA,84,1,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,54
ARLINGTON,MA,CITIZENS BANK NATL ASSOC,MA,84,1,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,44
PORTSMOUTH,NH,CITIZENS BANK NATL ASSOC,NH,84,15,1,0,15,1,1,TRUE,FALSE,20100,10000,5000,56
CLOVIS,NM,U.S. BANK NATIONAL ASSOCIATION,NM,60,2,1,0,0,1,2,FALSE,TRUE,20100,20100,17085,33
HADDAM,CT,CITIZENS BANK NATL ASSOC,CT,84,1,1,0,1,1,2,TRUE,FALSE,20100,20000,10000,53
BROOKLINE,MA,CITIZENS BANK NATL ASSOC,RI,84,2,1,2,4,1,1,TRUE,FALSE,20100,20000,10000,44
HUNTINGTON BEACH,CA,U.S. BANK NATIONAL ASSOCIATION,OH,12,3,1,1,0,0,1,FALSE,FALSE,20100,20100,10050,72
OAKDALE,PA,CITIZENS BANK NATL ASSOC,RI,84,3,1,1,4,1,1,TRUE,FALSE,20100,20000,10000,81
LANCASTER,PA,CITIZENS BANK OF PENNSYLVANIA,PA,84,2,1,0,2,1,1,TRUE,FALSE,20100,20000,10000,45
WILMINGTON,DE,CENTRAL MINNESOTA CU,MN,84,1,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,62
QUINCY,MA,CITIZENS BANK NATL ASSOC,RI,31,60,1,30,90,1,1,TRUE,FALSE,20100,20000,10000,56
ERIE,PA,CITIZENS BANK OF PENNSYLVANIA,PA,84,8,1,0,8,1,1,TRUE,FALSE,20100,20000,10000,81
HOBBS,NM,BANK OF AMERICA NATL ASSOC,NC,84,25,1,0,25,1,2,FALSE,FALSE,20100,20100,10050,72
LANSDALE,PA,CITIZENS BANK NATL ASSOC,RI,52,1,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,53
NASHUA,NH,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,51
ESCONDIDO,CA,BANK OF AMERICA NATL ASSOC,NC,13,1,1,0,1,1,1,FALSE,FALSE,20100,17300,8650,33
REVERE,MA,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,1,TRUE,FALSE,20100,10000,5000,53
LOWER BURRELL,PA,CITIZENS BANK OF PENNSYLVANIA,PA,84,1,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,45
NEWTON,MA,CITIZENS BANK NATL ASSOC,MA,84,1,1,1,2,1,1,TRUE,FALSE,20100,20000,10000,23
BOSTON,MA,CITIZENS BANK NATL ASSOC,MA,84,3,1,2,3,1,1,TRUE,FALSE,20100,20000,10000,71
STUART,VA,SURREY BANK & TRUST,NC,37,1,1,0,1,1,2,FALSE,FALSE,20100,20100,10050,54
BELMONT,NH,CITIZENS BANK NATL ASSOC,RI,84,2,1,0,2,1,1,TRUE,FALSE,20100,20000,10000,56
SOUTH YARMOUTH,MA,CITIZENS BANK NATL ASSOC,RI,84,3,1,0,3,1,1,TRUE,FALSE,20100,20000,10000,44
NIANTIC (EAST LYME (STA.)),CT,CITIZENS BANK NATL ASSOC,RI,30,6,1,1,6,1,2,TRUE,FALSE,20100,20000,10000,32
WEST CHESTER,PA,CITIZENS BANK NATL ASSOC,RI,84,2,1,0,2,1,1,TRUE,FALSE,20100,20000,10000,54
BEDMINSTER,PA,CITIZENS BANK OF PENNSYLVANIA,PA,84,4,1,0,1,1,1,TRUE,FALSE,20100,20000,10000,53
NORWOOD (TOWN OF),MA,CITIZENS BANK NATL ASSOC,MA,84,2,1,0,2,1,1,TRUE,FALSE,20100,20000,10000,61
WARWICK (RR NAME APPONAUG),RI,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,1,2,TRUE,FALSE,20100,20000,10000,45
MERIDIAN,ID,MOUNTAIN W. BANK A DIVISION OF,ID,84,1,2,0,1,1,1,TRUE,FALSE,20100,20000,10000,53
IRVINE,CA,WELLS FARGO BANK NATL ASSOC,CA,84,2,1,0,0,1,0,FALSE,TRUE,20100,20100,18090,0
BETTENDORF,IA,U.S. BANK NATIONAL ASSOCIATION,OH,84,6,1,0,6,1,1,TRUE,FALSE,20100,20000,10000,45
CHICAGO,IL,CITIZENS BANK NATL ASSOC,RI,84,2,1,0,2,0,1,TRUE,FALSE,20101,10000,5000,81
CORONA,CA,BANCO POPULAR NORTH AMERICA,NY,25,4,1,0,4,1,1,TRUE,FALSE,20101,10000,5000,56
LAKEWOOD,CA,JPMORGAN CHASE BANK NATL ASSOC,IL,84,2,1,0,2,1,1,TRUE,FALSE,20101,20000,10000,48
RINGOES,NJ,"COMMERCE BANK, A DIVISION OF",PA,72,4,1,0,4,1,1,TRUE,FALSE,20101,50000,25000,81
SAN FRANCISCO,CA,BANK OF AMERICA NATL ASSOC,NC,84,2,1,0,2,1,1,TRUE,FALSE,20101,20000,10000,54
South Portland,ME,KEYBANK NATIONAL ASSOCIATION,OH,72,1,2,3,1,0,1,TRUE,FALSE,20102,10000,5000,51
GLEN CARBON,IL,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,2,2,3,1,1,TRUE,FALSE,20102,20000,10000,44
MINNEAPOLIS,MN,U.S. BANK NATIONAL ASSOCIATION,OH,84,1,2,0,1,0,1,TRUE,FALSE,20103,10000,5000,71
BRONX,NY,JPMORGAN CHASE BANK NATL ASSOC,IL,84,1,2,0,1,0,1,TRUE,FALSE,20103,10000,5000,44
COLUMBUS,OH,"PNC BANK, NATIONAL ASSOCIATION",OH,60,1,1,0,1,1,1,TRUE,FALSE,20104,10000,5000,52
SANTA MONICA,CA,BANK OF AMERICA NATL ASSOC,NC,5,1,1,0,1,1,1,FALSE,FALSE,20104,20000,10000,54
DALHART,TX,WELLS FARGO BANK NATL ASSOC,SD,82,2,1,0,2,1,2,TRUE,FALSE,20104,20000,10000,44
WEST CHESTER,PA,CITIZENS BANK NATL ASSOC,RI,84,1,2,0,1,0,1,FALSE,FALSE,20105,23000,11500,54
WEST JORDAN,UT,ZIONS FIRST NATIONAL BANK,UT,12,4,1,4,4,1,1,TRUE,FALSE,20105,12000,6000,56
DALLAS,TX,BANK OF AMERICA NATL ASSOC,NC,84,1,1,0,1,0,1,TRUE,FALSE,20106,17000,8500,51
CINCINNATI,OH,U.S. BANK NATIONAL ASSOCIATION,OH,48,2,1,0,2,0,1,TRUE,FALSE,20106,20000,10000,61
GREENSBURG,IN,"PNC BANK, NATIONAL ASSOCIATION",IN,60,2,2,0,2,1,2,TRUE,FALSE,20106,20000,10000,45
FORT COLLINS,CO,WELLS FARGO BANK NATL ASSOC,SD,70,1,1,0,1,1,1,TRUE,FALSE,20106,15000,7500,54
CLEVELAND,OH,U.S. BANK NATIONAL ASSOCIATION,OH,84,4,1,0,4,1,1,TRUE,FALSE,20106,20000,10000,31
LAKEVILLE,MN,U.S. BANK NATIONAL ASSOCIATION,OH,52,1,1,0,1,1,1,TRUE,FALSE,20106,10000,5000,23
NEW YORK,NY,BANK OF AMERICA NATL ASSOC,NC,44,1,2,0,1,0,1,TRUE,FALSE,20107,10000,5000,54
VERO BEACH,FL,BANK OF AMERICA NATL ASSOC,NC,84,3,1,0,3,1,1,TRUE,FALSE,20107,10000,5000,62
FALL RIVER,MA,CITIZENS BANK NATL ASSOC,RI,4,3,1,0,3,1,1,TRUE,FALSE,20107,10000,5000,81
GLADSTONE (LINDEN),MO,BMO HARRIS BK NATL ASSOC,IL,84,2,2,10,10,1,1,TRUE,FALSE,20108,20000,10000,72
CARROLLTON,TX,COMPASS BANK,AL,84,5,1,0,5,1,1,TRUE,FALSE,20108,20000,10000,44
MASHPEE,MA,CITIZENS BANK NATL ASSOC,RI,84,2,2,0,2,0,1,TRUE,FALSE,20109,13000,6500,33
SIMI VALLEY (SIMI),CA,BANK OF AMERICA NATL ASSOC,NC,84,2,1,0,2,1,1,TRUE,FALSE,20109,20000,10000,54
VENTURA (CORPORATE NAME SAN BU,CA,BANK OF AMERICA NATL ASSOC,NC,84,1,1,0,1,1,1,TRUE,FALSE,20109,20000,10000,44
AMES,IA,WELLS FARGO BANK NATL ASSOC,SD,60,8,1,0,0,1,0,FALSE,TRUE,20110,20110,18099,54
MONROE,UT,ZIONS FIRST NATIONAL BANK,UT,60,1,1,0,1,0,1,TRUE,FALSE,20111,10000,5000,72
HUNTINGTON BEACH,CA,BANK OF AMERICA NATL ASSOC,NC,23,7,1,2,7,1,1,TRUE,FALSE,20111,50000,25000,72
TOMS RIVER,NJ,BANK OF AMERICA NATL ASSOC,NC,61,1,2,0,1,0,1,FALSE,FALSE,20112,15000,7500,23
SHADY COVE,OR,WELLS FARGO BANK NATL ASSOC,SD,66,5,1,0,5,1,2,TRUE,FALSE,20113,15000,7500,44
MORENO VALLEY,CA,MUFG UNION BANK NATL ASSOC,CA,60,1,2,0,0,16033,1,TRUE,FALSE,20113,10000,5000,56
GRANTON,WI,FORWARD FINANCIAL BANK,WI,24,4,1,1,5,0,2,FALSE,FALSE,20114,20114,10057,48
North East,PA,FIRST NIAGARA BANK NATL ASSOC,NY,60,1,1,1,1,0,1,TRUE,FALSE,20115,10500,5250,23
LOUISVILLE,KY,JPMORGAN CHASE BANK NATL ASSOC,IL,84,3,2,3,6,0,1,TRUE,FALSE,20115,10000,5000,44
PHILADELPHIA,PA,CITIZENS BANK NATL ASSOC,RI,84,1,1,0,1,0,1,FALSE,FALSE,20116,26000,13000,32
LOS ANGELES,CA,BANK OF AMERICA NATL ASSOC,NC,84,12,2,0,0,1,1,TRUE,FALSE,20117,10000,5000,72
MORRISTOWN,IL,U.S. BANK NATIONAL ASSOCIATION,OH,6,6,1,0,6,1,1,TRUE,FALSE,20117,10000,5000,48
LITTLE FALLS,MN,U.S. BANK NATIONAL ASSOCIATION,OH,69,34,1,0,34,0,2,TRUE,FALSE,20118,20000,10000,81
BRISTOL (TOWN OF),RI,CITIZENS BANK NATL ASSOC,RI,84,30,1,0,30,1,1,TRUE,FALSE,20118,5000,2500,72
PURCELL,OK,INTERNATIONAL BANK OF COMMERCE,OK,84,1,1,0,1,1,1,TRUE,FALSE,20118,15000,7500,56
NASHVILLE,TN,BANK OF AMERICA NATL ASSOC,TN,74,2,2,0,0,1,0,FALSE,TRUE,20118,27400,21920,0
SYLVANIA,OH,BANK OF MAUMEE,OH,35,2,2,0,2,0,1,TRUE,FALSE,20120,11500,5750,81
TERRE HAUTE,IN,WELLS FARGO BANK NATL ASSOC,SD,6,5,1,0,5,1,1,TRUE,FALSE,20120,20000,10000,72
SODA SPRINGS,CA,U.S. BANK NATIONAL ASSOCIATION,OH,84,2,1,0,2,1,2,TRUE,FALSE,20120,20000,10000,56
PHILADELPHIA,PA,CITIZENS BANK NATL ASSOC,RI,84,3,1,0,3,0,1,TRUE,FALSE,20121,5000,2500,31
YAKIMA,WA,BANK OF AMERICA NATL ASSOC,NC,27,3,1,0,3,0,1,TRUE,FALSE,20123,10000,5000,56
MILPITAS,CA,WELLS FARGO BANK NATL ASSOC,SD,84,2,2,0,2,0,1,TRUE,FALSE,20123,20000,10000,72
ROCKY MOUNT,MO,"UMB BANK, NATIONAL ASSOCIATION",MO,84,5,1,0,0,1,0,FALSE,TRUE,20123,35000,31500,33
SANDY,UT,MOUNTAIN AMERICA FCU,UT,84,1,2,0,1,1,1,TRUE,FALSE,20123,20000,10000,53
MISSION VIEJO,CA,BANK OF AMERICA NATL ASSOC,NC,84,1,2,0,1,0,1,TRUE,FALSE,20125,10000,5000,54
AUSTIN,TX,WELLS FARGO BANK NATL ASSOC,SD,11,4,1,6,10,1,1,TRUE,FALSE,20126,20000,10000,23
FOREST GROVE,OR,WELLS FARGO BANK NATL ASSOC,SD,10,1,1,0,1,1,2,TRUE,FALSE,20126,20000,10000,48
MILWAUKIE,OR,WELLS FARGO BANK NATL ASSOC,SD,49,1,1,5,6,1,1,TRUE,FALSE,20128,10000,5000,31
JERICHO,NY,WELLS FARGO BANK NATL ASSOC,SD,70,2,1,6,8,1,1,TRUE,FALSE,20129,20000,10000,31
HALLANDALE,FL,BANK OF AMERICA NATL ASSOC,NC,52,1,2,0,1,0,1,TRUE,FALSE,20130,10000,5000,48
NORTH LAS VEGAS,NV,U.S. BANK NATIONAL ASSOCIATION,OH,84,2,1,2,4,0,1,TRUE,FALSE,20130,10000,5000,45
